!TRNS	TRNSID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	NAMEISTAXABLE	ADDR1	ADDR2	ADDR3	ADDR4	DUEDATE	TERMS	PAID
!SPL	SPLID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	PRICE	INVITEM	PAYMETH	TAXABLE	VALADJ	TAXCODE	TAXAMOUNT	TAXITEM
!ENDTRNS																
SPL	4717	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4718	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4720	TAX INVOICE	02/28/13	Accounts Receivable	"Hockingstuart"	0.00	9901204022813	9901204						03/28/13		
SPL	4721	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4722	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4724	TAX INVOICE	02/28/13	Accounts Receivable	"APPA"	308.41	9901205022813	9901205						03/28/13		
SPL	4725	TAX INVOICE	02/28/13	Conferencing		-280.37			280.37	Conferencing		Y		GST	-28.04	GST
SPL	4726	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4728	TAX INVOICE	02/28/13	Accounts Receivable	"Office of Commercialisation ANU"	0.00	9901206022813	9901206						03/28/13		
SPL	4729	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4730	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4732	TAX INVOICE	02/28/13	Accounts Receivable	"Fair Fax Group HR"	0.00	9901207022813	9901207						03/28/13		
SPL	4733	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4734	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4736	TAX INVOICE	02/28/13	Accounts Receivable	"Australian College of Ambulence Professio"	0.00	9901208022813	9901208						03/28/13		
SPL	4737	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4738	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4740	TAX INVOICE	02/28/13	Accounts Receivable	"Scouts Australia, North West Region"	0.00	9901209022813	9901209						03/28/13		
SPL	4741	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4742	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4744	TAX INVOICE	02/28/13	Accounts Receivable	"Perron Group"	0.00	9901210022813	9901210						03/28/13		
SPL	4745	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4746	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4748	TAX INVOICE	02/28/13	Accounts Receivable	"Third Health Support Battalion Defence Au"	0.00	9901211022813	9901211						03/28/13		
SPL	4749	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4750	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4752	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Made Campaign Limited"	0.00	9901212022813	9901212						03/28/13		
SPL	4753	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4754	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4756	TAX INVOICE	02/28/13	Accounts Receivable	"Leading Age Services Australia"	286.14	9901213022813	9901213						03/28/13		
SPL	4757	TAX INVOICE	02/28/13	Conferencing		-260.13			260.13	Conferencing		Y		GST	-26.01	GST
SPL	4758	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4760	TAX INVOICE	02/28/13	Accounts Receivable	"Nutrition Professionals Australia"	59.62	9901214022813	9901214						03/28/13		
SPL	4761	TAX INVOICE	02/28/13	Conferencing		-54.20			54.20	Conferencing		Y		GST	-5.42	GST
SPL	4762	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4764	TAX INVOICE	02/28/13	Accounts Receivable	"Sax Institute"	520.07	9901215022813	9901215						03/28/13		
SPL	4765	TAX INVOICE	02/28/13	Conferencing		-472.79			472.79	Conferencing		Y		GST	-47.28	GST
SPL	4766	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4768	TAX INVOICE	02/28/13	Accounts Receivable	"Aboriginal Liaison Officer"	0.00	9901216022813	9901216						03/28/13		
SPL	4769	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4770	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4772	TAX INVOICE	02/28/13	Accounts Receivable	"Leading Aged Services Australia - Victori"	0.00	9901217022813	9901217						03/28/13		
SPL	4773	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4774	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4776	TAX INVOICE	02/28/13	Accounts Receivable	"Aps EMDR Special Interest Group"	249.50	9901218022813	9901218						03/28/13		
SPL	4777	TAX INVOICE	02/28/13	Conferencing		-211.82			211.82	Conferencing		Y		GST	-21.18	GST
SPL	4778	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	4780	TAX INVOICE	02/28/13	Accounts Receivable	"TR Corporation"	358.02	9901219022813	9901219						03/28/13		
SPL	4781	TAX INVOICE	02/28/13	Conferencing		-325.47			325.47	Conferencing		Y		GST	-32.55	GST
SPL	4782	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4784	TAX INVOICE	02/28/13	Accounts Receivable	"Carramar Consulting - DO NOT USE"	0.00	9901220022813	9901220						03/28/13		
SPL	4785	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4786	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4788	TAX INVOICE	02/28/13	Accounts Receivable	"Sports Medicine Australia - NSW Branch"	239.99	9901221022813	9901221						03/28/13		
SPL	4789	TAX INVOICE	02/28/13	Conferencing		-173.17			173.17	Conferencing		Y		GST	-17.32	GST
SPL	4790	TAX INVOICE	02/28/13	Other Income		-45.00			45.00	Other Income		Y		GST	-4.50	GST
ENDTRNS																
TRNS	4792	TAX INVOICE	02/28/13	Accounts Receivable	"Maritime Union Australia Queensland Branc"	0.00	9901222022813	9901222						03/28/13		
SPL	4793	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4794	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4796	TAX INVOICE	02/28/13	Accounts Receivable	"BT Publishing"	0.00	9901223022813	9901223						03/28/13		
SPL	4797	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4798	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4800	TAX INVOICE	02/28/13	Accounts Receivable	"St Andrews Village Ballina Ltd"	0.00	9901224022813	9901224						03/28/13		
SPL	4801	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4802	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4804	TAX INVOICE	02/28/13	Accounts Receivable	"Haycom AV"	0.00	9901225022813	9901225						03/28/13		
SPL	4805	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4806	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4808	TAX INVOICE	02/28/13	Accounts Receivable	"Marriott Hotels"	0.00	9901226022813	9901226						03/28/13		
SPL	4809	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4810	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4812	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Traditional Medicine Society"	0.00	9901227022813	9901227						03/28/13		
SPL	4813	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4814	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4816	TAX INVOICE	02/28/13	Accounts Receivable	"Reed Business Information"	0.00	9901228022813	9901228						03/28/13		
SPL	4817	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4818	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4820	TAX INVOICE	02/28/13	Accounts Receivable	"Green Energy Trading"	49.16	9901229022813	9901229						03/28/13		
SPL	4821	TAX INVOICE	02/28/13	Conferencing		-44.69			44.69	Conferencing		Y		GST	-4.47	GST
SPL	4822	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4824	TAX INVOICE	02/28/13	Accounts Receivable	"The Public Policy Office"	0.00	9901230022813	9901230						03/28/13		
SPL	4825	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4826	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4828	TAX INVOICE	02/28/13	Accounts Receivable	"Carramar Consulting"	0.00	9901231022813	9901231						03/28/13		
SPL	4829	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4830	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4832	TAX INVOICE	02/28/13	Accounts Receivable	"Asiaworld Shipping Services Pty Ltd"	0.00	9901232022813	9901232						03/28/13		
SPL	4833	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4834	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4836	TAX INVOICE	02/28/13	Accounts Receivable	"Falkirk Group"	0.00	9901233022813	9901233						03/28/13		
SPL	4837	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4838	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4840	TAX INVOICE	02/28/13	Accounts Receivable	"Climate and Health Alliance"	0.00	9901234022813	9901234						03/28/13		
SPL	4841	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4842	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4844	TAX INVOICE	02/28/13	Accounts Receivable	"Twentieth Century Fox Film Distributors"	0.00	9901235022813	9901235						03/28/13		
SPL	4845	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4846	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4848	TAX INVOICE	02/28/13	Accounts Receivable	"GHD"	0.00	9901236022813	9901236						03/28/13		
SPL	4849	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4850	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4852	TAX INVOICE	02/28/13	Accounts Receivable	"The Optometry Council of Australia and Ne"	0.00	9901237022813	9901237						03/28/13		
SPL	4853	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4854	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4856	TAX INVOICE	02/28/13	Accounts Receivable	"Brad Garlick Ford"	0.00	9901238022813	9901238						03/28/13		
SPL	4857	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4858	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4860	TAX INVOICE	02/28/13	Accounts Receivable	"Urban Concepts"	0.00	9901239022813	9901239						03/28/13		
SPL	4861	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4862	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4864	TAX INVOICE	02/28/13	Accounts Receivable	"Integratos"	0.00	9901240022813	9901240						03/28/13		
SPL	4865	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4866	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4868	TAX INVOICE	02/28/13	Accounts Receivable	"Psychiatric Disability Services of Victor"	0.00	9901241022813	9901241						03/28/13		
SPL	4869	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4870	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4872	TAX INVOICE	02/28/13	Accounts Receivable	"Beacon Technology"	9.13	9901242022813	9901242						03/28/13		
SPL	4873	TAX INVOICE	02/28/13	Conferencing		-8.30			8.30	Conferencing		Y		GST	-0.83	GST
SPL	4874	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4876	TAX INVOICE	02/28/13	Accounts Receivable	"Catalyst Consulting"	0.00	9901243022813	9901243						03/28/13		
SPL	4877	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4878	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4880	TAX INVOICE	02/28/13	Accounts Receivable	"Get Healthcare Direct"	31.50	9901244022813	9901244						03/28/13		
SPL	4881	TAX INVOICE	02/28/13	Conferencing		-28.64			28.64	Conferencing		Y		GST	-2.86	GST
SPL	4882	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4884	TAX INVOICE	02/28/13	Accounts Receivable	"RANZCP Business Operations Unit"	0.00	9901245022813	9901245						03/28/13		
SPL	4885	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4886	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4888	TAX INVOICE	02/28/13	Accounts Receivable	"RANZCP Policy Unit"	1501.57	9901246022813	9901246						03/28/13		
SPL	4889	TAX INVOICE	02/28/13	Conferencing		-1030.06			1030.06	Conferencing		Y		GST	-103.01	GST
SPL	4890	TAX INVOICE	02/28/13	Other Income		-335.00			335.00	Other Income		Y		GST	-33.50	GST
ENDTRNS																
TRNS	4892	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Dental Association Webinars"	4486.93	9901247022813	9901247						03/28/13		
SPL	4893	TAX INVOICE	02/28/13	Conferencing		-994.03			994.03	Conferencing		Y		GST	-99.40	GST
SPL	4894	TAX INVOICE	02/28/13	Other Income		-3085.00			3085.00	Other Income		Y		GST	-308.50	GST
ENDTRNS																
TRNS	4896	TAX INVOICE	02/28/13	Accounts Receivable	"Association for Tertiary Education Manage"	21.60	9901248022813	9901248						03/28/13		
SPL	4897	TAX INVOICE	02/28/13	Conferencing		-19.64			19.64	Conferencing		Y		GST	-1.96	GST
SPL	4898	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4900	TAX INVOICE	02/28/13	Accounts Receivable	"AIVL"	247.49	9901249022813	9901249						03/28/13		
SPL	4901	TAX INVOICE	02/28/13	Conferencing		-219.99			219.99	Conferencing		Y		GST	-22.00	GST
SPL	4902	TAX INVOICE	02/28/13	Other Income		-5.00			5.00	Other Income		Y		GST	-0.50	GST
ENDTRNS																
TRNS	4904	TAX INVOICE	02/28/13	Accounts Receivable	"Energy Action (Australia) Pty Ltd"	32.39	9901250022813	9901250						03/28/13		
SPL	4905	TAX INVOICE	02/28/13	Conferencing		-32.39			32.39	Conferencing		Y		GST	0.00	GST
SPL	4906	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4908	TAX INVOICE	02/28/13	Accounts Receivable	"Young People Ahead Youth and Community Se"	0.00	9901251022813	9901251						03/28/13		
SPL	4909	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4910	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4912	TAX INVOICE	02/28/13	Accounts Receivable	"Colette by Colette Hayman"	623.45	9901253022813	9901253						03/28/13		
SPL	4913	TAX INVOICE	02/28/13	Conferencing		-566.77			566.77	Conferencing		Y		GST	-56.68	GST
SPL	4914	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4916	TAX INVOICE	02/28/13	Accounts Receivable	"AUSPEN"	518.67	9901254022813	9901254						03/28/13		
SPL	4917	TAX INVOICE	02/28/13	Conferencing		-471.52			471.52	Conferencing		Y		GST	-47.15	GST
SPL	4918	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4920	TAX INVOICE	02/28/13	Accounts Receivable	"Tax Institute Education Department"	1502.63	9901255022813	9901255						03/28/13		
SPL	4921	TAX INVOICE	02/28/13	Conferencing		-161.03			161.03	Conferencing		Y		GST	-16.10	GST
SPL	4922	TAX INVOICE	02/28/13	Other Income		-1205.00			1205.00	Other Income		Y		GST	-120.50	GST
ENDTRNS																
TRNS	4924	TAX INVOICE	02/28/13	Accounts Receivable	"Arthritis South Australia"	0.00	9901256022813	9901256						03/28/13		
SPL	4925	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4926	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4928	TAX INVOICE	02/28/13	Accounts Receivable	"Engineers Australia WA Division"	0.00	9901257022813	9901257						03/28/13		
SPL	4929	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4930	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4932	TAX INVOICE	02/28/13	Accounts Receivable	"Orient Capital"	0.00	9901258022813	9901258						03/28/13		
SPL	4933	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4934	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4936	TAX INVOICE	02/28/13	Accounts Receivable	"Confederation of Australian Motor Sport L"	491.80	9901259022813	9901259						03/28/13		
SPL	4937	TAX INVOICE	02/28/13	Conferencing		-447.09			447.09	Conferencing		Y		GST	-44.71	GST
SPL	4938	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4940	TAX INVOICE	02/28/13	Accounts Receivable	"Chermside Kedron Community Church"	0.00	9901260022813	9901260						03/28/13		
SPL	4941	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4942	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4944	TAX INVOICE	02/28/13	Accounts Receivable	"Institute of Executive Coaching and Leade"	0.00	9901261022813	9901261						03/28/13		
SPL	4945	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4946	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4948	TAX INVOICE	02/28/13	Accounts Receivable	"Diabetes Australia"	862.81	9901262022813	9901262						03/28/13		
SPL	4949	TAX INVOICE	02/28/13	Conferencing		-784.37			784.37	Conferencing		Y		GST	-78.44	GST
SPL	4950	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4952	TAX INVOICE	02/28/13	Accounts Receivable	"B.J.A. Consulting Pty Ltd"	0.00	9901263022813	9901263						03/28/13		
SPL	4953	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4954	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4956	TAX INVOICE	02/28/13	Accounts Receivable	"National Ethnic Disability Alliance"	311.30	9901264022813	9901264						03/28/13		
SPL	4957	TAX INVOICE	02/28/13	Conferencing		-283.00			283.00	Conferencing		Y		GST	-28.30	GST
SPL	4958	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4960	TAX INVOICE	02/28/13	Accounts Receivable	"Galpins AABC"	77.51	9901265022813	9901265						03/28/13		
SPL	4961	TAX INVOICE	02/28/13	Conferencing		-70.46			70.46	Conferencing		Y		GST	-7.05	GST
SPL	4962	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4964	TAX INVOICE	02/28/13	Accounts Receivable	"Birdsnest Pty Ltd"	43.99	9901266022813	9901266						03/28/13		
SPL	4965	TAX INVOICE	02/28/13	Conferencing		-39.99			39.99	Conferencing		Y		GST	-4.00	GST
SPL	4966	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4968	TAX INVOICE	02/28/13	Accounts Receivable	"Dr Charles Greenfield"	0.00	9901267022813	9901267						03/28/13		
SPL	4969	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4970	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4972	TAX INVOICE	02/28/13	Accounts Receivable	"Council of Small Business of Australia"	0.00	9901268022813	9901268						03/28/13		
SPL	4973	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4974	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4976	TAX INVOICE	02/28/13	Accounts Receivable	"Refugee Council of Australia"	205.27	9901269022813	9901269						03/28/13		
SPL	4977	TAX INVOICE	02/28/13	Conferencing		-186.61			186.61	Conferencing		Y		GST	-18.66	GST
SPL	4978	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4980	TAX INVOICE	02/28/13	Accounts Receivable	"Insurance Australia Group Limited (HR Div"	0.00	9901270022813	9901270						03/28/13		
SPL	4981	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4982	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4984	TAX INVOICE	02/28/13	Accounts Receivable	"Sailability Victoria"	0.00	9901271022813	9901271						03/28/13		
SPL	4985	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4986	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4988	TAX INVOICE	02/28/13	Accounts Receivable	"Alphabet Media Australia"	0.00	9901272022813	9901272						03/28/13		
SPL	4989	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4990	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4992	TAX INVOICE	02/28/13	Accounts Receivable	"Quality In Practise Consulting LTD"	0.00	9901273022813	9901273						03/28/13		
SPL	4993	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	4994	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	4996	TAX INVOICE	02/28/13	Accounts Receivable	"Ministry of Education NZ"	727.23	9901274022813	9901274						03/28/13		
SPL	4997	TAX INVOICE	02/28/13	Conferencing		-483.34			483.34	Conferencing		Y		GST	0.00	GST
SPL	4998	TAX INVOICE	02/28/13	Other Income		-243.89			243.89	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	5000	TAX INVOICE	02/28/13	Accounts Receivable	"Westpac (Compliance)"	1084.64	9901275022813	9901275						03/28/13		
SPL	5001	TAX INVOICE	02/28/13	Conferencing		-986.04			986.04	Conferencing		Y		GST	-98.60	GST
SPL	5002	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	5004	TAX INVOICE	02/28/13	Accounts Receivable	"LSI consulting"	31.53	9901276022813	9901276						03/28/13		
SPL	5005	TAX INVOICE	02/28/13	Conferencing		-28.66			28.66	Conferencing		Y		GST	-2.87	GST
SPL	5006	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	5008	TAX INVOICE	02/28/13	Accounts Receivable	"Physical Activity Australia"	3093.38	9901277022813	9901277						03/28/13		
SPL	5009	TAX INVOICE	02/28/13	Conferencing		-567.16			567.16	Conferencing		Y		GST	-56.72	GST
SPL	5010	TAX INVOICE	02/28/13	Other Income		-2245.00			2245.00	Other Income		Y		GST	-224.50	GST
ENDTRNS																
TRNS	5012	TAX INVOICE	02/28/13	Accounts Receivable	"Legalwise Seminars"	15228.03	9901278022813	9901278						03/28/13		
SPL	5013	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
